"Train Accuracy = 56.0000002384"
"Loss = 0.701798"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"chantalldelport","","I'm so in love. Its one year later and I'm still so in love with you my love of my life","0084B4","C0DEED","1","1","True"
"glen76stephens","i press the favourite button a lot,and i mean a fucking lot(favourites are NOT endorsments)","@QuippyRascal they had the shit one too they are brilliant _","0084B4","C0DEED","0","1","False"
"just_playsoccer","Life's Too Short To Even Care At All | #UofL18 Nursing Major | K | Jazmyn is the twin _","This guy literally just ran in front of me to hold the door open for me like wow thank you kind human","31A6A6","487878","1","1","True"
"_LadyRhea_","Freelance Special Effects Makeup Artist, Beauty, Wigs and Hair 
California State Licenced Cosmetologist and Local 706 Member","Don't #selfie and drive @russmarchand #boo #brunch #monday #safetyfirst #rustyrhea https://t.co/ryNNCxHLrI","084B40","80000","1","0","False"
"FunSizeHaitian_"," 21  Employed  JH","what the fuck!_","A64FE8","829D5E","1","1","True"
"taselyom","Beef farmer living on the edge...of the island. Contributer to Irish Farmers Journal.                 Irish Grassland Association.","@RabFleming81 just the way I like it.","0084B4","FFFFFF","0","1","False"
"MissNyy","I'm just here for sweet and detailed everythings  . . .","be good to those who are good to you... take the time you need as long as your honest with them... its all for the better you and them","945830","0","1","1","True"
"ElmerRaymnchamp","self proclaimed Elmer Raymond bball champ","@DolphinEret thanks for the bulletin board material","0084B4","C0DEED","0","1","False"
"whooleeon","my chain hang to my dangalang","Same with me and cologne. I be spraying that in my face all the time ___ https://t.co/Elv52WrgB0","0084B4","C0DEED","0","1","False"
"HelloCVH","babe vivant | social @BrooklynBrewery | #feminist","There's a corgi and Karlie Kloss the the brewery twitter right now so, yes, my feminist agenda is advancing.","88D1A5","FFFFFF","1","0","False"
"MDanmae","Feeling that tingle of excitement about what you do, sticking with what matters through hard times, living a life you can feel proud of in retrospect.","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","0","False"
"HRebsom","15, Aquarius, i like bands and stuff","@KVSHI2K I watched one episode and holy fuck I hate skyler","0084B4","C0DEED","1","1","True"
"MeganAbridged","tweets are my own--no one else would claim them","I'm pretty sure this is soap, but the terms beauty bar and moisturizing cream are throwing me off. https://t.co/3ATY5appKs","0084B4","C0DEED","1","0","False"
"quise_tdb","Unique and yet still the same; what else is there to say that hasn't been said already just in a different way ","Have a talent in music and poetry/ spoken word that you wanna show but_ https://t.co/7emHGS5rEP","0084B4","C0DEED","0","0","True"
"MaxonKristoff","Vet you didn't see that one. [Oc Harry potter character.] #AshesEverAfter","@VainGaunt He laughed and kissed her temple.","3B94D9","0","0","0","True"
