"Train Accuracy = 75.9999990463"
"Loss = 0.52592"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"KillaKage","Negative. 

Kagereviews@gmail.com

PSN: KillaKage23","Fuck you mean? Thats 30mil bc you wana party? Im trying to hoop and get money","004D2D","0","0","1","False"
"RjBiLu","i DonT FolLw d RuLes ..... I MakE my OwN WaY ..... So ThaT PeopL FoLw Me...!!","@uzeekhanjee So the saying is true ... Every successful man has a LADY behind! we can surely see it today :)","4A913C","0","0","1","False"
"treasuremommy","E_ is BCK better act like you know . #ActLikeAWomen #ThinkLikeMan","Trying see if bae wanna go out to eat and get some drinks or something __","F0091D","C0DEED","1","1","True"
"PursuitofArete","Ohio State Alum. Bellarmine Alum. San Jose native. 1914. the slow one now will be fast. present will later be past. order rapidly fades. 1st now will be last.","Why are all the homies knocking ppl up and/or getting engaged?","131516","0","0","1","False"
"WilfordGemma","Ricky Wilson The Best FRONTMAN/Kaiser Chiefs The Best BAND Xxxx Thank you Kaiser Chiefs for an incredible year of gigs and memories to cherish always :) Xxxxxxx","Watching Neighbours on Sky+ catching up with the Neighbs!! Xxx _______ Xxx","3B94D9","0","1","1","True"
"94heskind","secret little rendezvous","@Harry_Styles thank you for being so genuine and an incredible human. You're so selfless and humble, would you mind following me?  108,630","405","FFFFFF","0","1","False"
"keltoncharles","Am a ugandan ov 25yrs of and a born again christian","Success comes to those who have the will power to win over their snooze buttons, and  withering away of the... https://t.co/UEX4PhXNO2","0084B4","C0DEED","0","0","True"
"ImproveBrain","Improve Your Brain, Mind Power, Memory Recall, While Keeping Your Sense of Humor","Gained 1 new follower in the past day. Im growing my account the right way, are you? Do it with https://t.co/THY9luFRm5","3B94D9","65B0DA","1","1","True"
"TheTeacherTom","I'm a preschool teacher, blogger, speaker, and artist","We are winning, but don't let the Obama administration's announcement last week convince you that it's over. Now... https://t.co/VraP0Mwghi","0084B4","C0DEED","0","1","False"
"The_Big_Fella","Enjoy watching sports, drinking a few pints and eating all the wrong foods","You came across well on the telly box @tomgreaves85 @FCUnitedMcr","1F98C7","C6E2EE","0","0","True"
