"Train Accuracy = 71.9999969006"
"Loss = 0.622181"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"bestarianator1","Loving Ariana Grande.
@arianagrande Is my everything           TEAM ARIANA.                     followbackari'sfans -Ariana grande is following me!!! {21/10/15}","When I'm feeling sad I think in @ArianaGrande and all change _","0084B4","C0DEED","1","0","False"
"bringmenoodles","this is halloween this is halloween halloweenhalloweenhalloweenhalloweenhalloweenhalloweenhalloweenhaLLOWEENHALLOWEENHALLOWEENHALLOWEENHALLOWEENHALLOWEENHALLOWE","and a lotta, lotta puppies","0084B4","C0DEED","1","1","True"
"katelyn_florea","My son is my world","Kind of annoying when you ask someone almost everyday for money and a month later you still don't get any. Why am I so nice ___","0084B4","C0DEED","1","0","False"
"femmyoju","","The Impudence of Rabiu Kwakwanso and his Fulani brothers - by FFK: Written by Femi Fani-Kayode...Read below..I... https://t.co/8O8KPEWkuo","9D582E","D9B17E","0","1","False"
"Incredibly_DOPE","Claflin | LONGLIVECAPE _","Told me I should go out and do my thing, damn right I do my thing ! __","2ABD40","0D0106","1","1","True"
"enna_lael","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","0","False"
"BrianfuckinB","producer @Xroads_records","I just found a short story I wrote last year about getting clean, and it's coincidentally pretty similar to what caused me to get clean.","0084B4","C0DEED","0","0","True"
"ZacPittman","It's hard to be this good looking.","@RadioFreeTom @mattblaze I did read it and am seeing where it described mistaken order. Fascinating and chilling.","0084B4","BDDCAD","0","0","True"
"SheldonMichael4","","Combine trade perquisite: private the triumph over programs and products on route to build up: mUSUL https://t.co/AFDFMGCEJ8","0084B4","C0DEED","1","1","True"
"Tayayayaylor","roly poly little bat faced girl | Enthusiast | following my heart","How the fuck did I get a splinter this is not 2002","197852","FFFFFF","1","1","True"
"ashleynoellex3","long island. WFVC #c4l","All i want to do is travel the world","38543","EEEEEE","1","1","True"
"MarthaKeesy","Joshua 1:9 _ #ASU19' | @bayleemadisonn is my person! _","Have to write a paper and haven't even started! And it's due tomorrow! ___","F5ABB5","0","1","1","True"
"LordOfBlackmail","'The greater the power, the more dangerous the abuse.' #DisneyDeRouge","{Leaning against the wall outside the ladies dressing room, I watch a group of dancers exit the club, laughing and~ @LadyOfTheStage","0084B4","C0DEED","0","0","True"
"ashleyprofiles","Ashley Madison 'open to', 'looking for', 'turns me on', and 'profile captions' member information.","""There are a lot of things that turn me on but I love the flirting stage, when you catch someones eye and you know t"" (1/3) #AshleyMadison","0084B4","C0DEED","0","0","True"
"RONBI","Col USAF Ret 100% DAV Patriot Thank God you were born in the USA & Defend  It...C-130 270 msns VN 150 hurricane penetrations Atty UT Law '72 H Dad Gdad Prolife","Obama is fighting for the Muslim Brotherhood and is trying to destroy the America we love....If only people knew what he was going on 9/11..","0084B4","C0DEED","0","0","True"
