"Train Accuracy = 57.9999983311"
"Loss = 0.686134"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"InternHarleen","I'm just a professional psychology intern working at Arkham Asylum. At least I was until I started hearing another voice in my head {{18+RP|Split personality}}","|| The Jester and The Scarecrow. I can't lie. I ship it. || https://t.co/p44xxOSCA3","0084B4","C0DEED","1","1","True"
"mattfink8","Penn State Grad - Architect - Designer","@NorthJerseybrk this is just poor. All afternoon cops were trying to keep the photographers away from the kids but you had to sneak one in","1F98C7","0","0","0","True"
"owlcity_ITBot","Intelligent Twitter Bot that tweets with the personality of @owlcity. Tweet me, I'll reply. Status & more: @ITBot_Central.","But when I get married and I scream as I shove another slice of cake into my mouth.","0084B4","C0DEED","0","0","True"
"AlresfordBear","Interested in User Involvement in Health and Social Care/Research and Cake, with a penchant for Scones. Sponsored and Powered by Scones R Us","@RhosWhiting @NeurolawGuy And sometimes have subsidised bevy and a wee kip.","0084B4","C0DEED","0","1","False"
"cassidykaurich","Poluting The Earth Since 1999.","@rbozsoki Slow for you and if someone speaks Spanish it's slang and that's not what you're learning so you won't know what there saying","131513","FFFFFF","0","1","False"
"ohdamnabby_","what a drag","man.. Writing on the wall by Sam Smith is such a sad song I love it","0084B4","C0DEED","1","1","True"
"lizquenswimming","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","0","False"
"EdithMelo1","African, Afros, Beauty, Music, Dance, Art, Laughter, Food & Randomness! ;)","Having a rubbish day! I waited half an hour for my bus when it said due. Only to get on it and have it terminate a couple stops after.(CONT)","0099B9","5ED4DC","1","0","False"
"ILOVCONTROVERSY","LOVE","Me and my addiction to scorpios __________","0084B4","C0DEED","1","1","True"
"erin_groth22","5 minutes late to everything but concerts and interviews. I survive purely off of expensive coffee and cheap wine. breaking rules & breaking free","I wanna learn more and talk less. I want to read more with my free time verses watching TV. I want to volunteer more and go out less.","8600B3","C0DEED","1","1","True"
"DaveTodayFM","On the radio. Happy.","@neilbrazil @MariaDevereux Ha Ha! The good lady's artwork. : )","2A2A2E","87BC44","0","1","False"
"cecemeddock","out of student loans and tree house homes we'll always take the latter.","Tomorrow is 300 days and no one is going to ruin it for me _","46962C","0","1","0","False"
"oralwithricky","sometimes I fangirl more than I should","@MCCANNHARMONY all I want it's the summer of 2013 back, I'm crying (jk, I don't cry, but this is an emotional moment)","B5AAE0","FFFFFF","1","1","True"
"intothecrevasse","staff writer at @random_nerds / bylines at @thedissolve, @forbes, @TheAVClub, @newsweek, @screencrushnews, @nerdist / drifting off on knowledge / FOR HIRE","@vrizov Don't wanna spoil anything but let's just say that there are some pretty horrifying montages in the second act","1.64E+03","FFFFFF","0","0","True"
"AadilPitafi","Silent rebel. Computer Saaein-tist to be. Founder: http://t.co/HTxcTZfRU2","Passive smoking and chai is a horrible combination. Tastes like bbq chai.","0","FFFFFF","0","0","True"
"evridikipapa1","Married , one son Leonidas :)","I added a video to a @YouTube playlist https://t.co/CLEr5sYvLp 'DWTS' Partners Bindi Irwin and Derek Hough Visit Ellen","9266CC","0","1","1","True"
"TheFxla__","Media Tech Guy. 
No words necessary. Silent admiration is all i ask.","- All these girls shouting ""Yoruba demons"" up and down, you see the picture of our new Grand patron as Ooni and yall start to catch feeling.","0084B4","C0DEED","0","1","False"
"EuphoricGinger","Halloween, my favorite holiday! A time to dress up, get candy, and scare the crap out of children._ | Multiverse / OC / RP/ Read: http://t.co/rcGWZmSxUp |","@notjustaperv Iris put her hands down, still blushing a bit. She sipped at her own hot chocolate too, and sighed. ""Keeeeennyyyy. . .""","00FF95","0","1","1","True"
"_theIsh_","And though she be but little, she is fierce.","Netflix and chill _","38543","EEEEEE","1","0","False"
"branduncare","back from the bread","@decktonic have you updated the app?","0084B4","C0DEED","0","1","False"
"RoxyValkyrie","Destiny is not a matter of chance, its a matter of choice. It's not a thing to be waited for. It's a thing to be achieved.","@tehjessicarae because SHE actually knows Jensen &amp; Jared. BOTH have shown love for Misha, often! what the actual hell is she talking abt?!","106582","FFFFFF","0","1","False"
"wyliehartzog","","@LauraJSilverman the alarm on this truck puter now is working fine but doesn't give up after awhile. Need to pee. Ima google kvetching first","0084B4","C0DEED","0","0","True"
"xBenJamminx","You can lead a horse to water, but you can't make him drink. I can give you people thoughts, but I can't make you think.","@adamlevitan Are starters minutes limited in the first few games or will the studs still have their normal playing time?","0084B4","FFFFFF","0","1","False"
"passion4savings","I love sharing deals at http://t.co/Tj1OsAfsHZ, I'm a mommy of 3 and lover of all things Social Media!","|REPLAY| How to get the best deals online #PFSScopes #SanitySavers #katch #Periscope https://t.co/4FJRYfcSUL https://t.co/GkoR6geqP7","EF5D60","EDF2F3","1","1","True"
"DalterWunphy","","Just saw a fella shove drugs up his arse when the guards past by him #Dublin","0084B4","FFFFFF","0","0","True"
"hass67","I have done Masters from Harvard University. Try our Million Dollar Trading Challenge for 15 days for $1: http://t.co/H6KlcmmATi","Forex Profit Predictor By Derek Frey And John Rawlins-520% Return in 3 Months! https://t.co/sU28AUk8xS #forex","0099B9","5ED4DC","0","1","False"
"GermanWizard11","@Arsenal // @TheOzilan // Manuel Lanzini & Marc Bartra & Adam Lallana enthusiast.","@TotoMartiaI alright I'll trust you and see where it gets me","0084B4","C0DEED","0","1","False"
"lillyvgp","Atomised","Hello ! From the outside. I must have called you a thousand times before you changed your number,AH !_","3B94D9","FFFFFF","1","1","True"
"94heskind","secret little rendezvous","@Harry_Styles thank you for being so genuine and an incredible human. You're so selfless and humble, would you mind following me?  108,635","405","FFFFFF","0","0","True"
"honestsleeep_","A","My child is leaving and she's not even awake ugh I'm gonna start crying. Why is she not awake? !?!?!","9CBF67","FFFFFF","1","1","True"
"9020Salman","","@Nadia_Ali_xxx beautiful princess with the devils","0084B4","C0DEED","0","0","True"
"ragtopdays","Spy for CIA by day, game show host by night, Or was that Chuck barris? I always get the two of us confused. Proud Liberal Atheist. Sports fan & Animal Lover!","@dallascowboys got what they deserve-a woman beating thug in a uniform with no class,no respect,and a temper. #GregHardy @ESPNNFL @NFL","2B92B8","C0DEED","1","1","True"
"mig13","Die hard Cleveland sports fan since birth. Tucson Browns Backer member, Buckeye born and bred.. Ecc 9:10","@WRIGHT3OUS fading in and out.. Fire dept showed up and dude never moved. Sad","2FC2EF","181A1E","0","1","False"
"iamdonchinex","#proudly_funaabite","The Impudence of Rabiu Kwakwanso and his Fulani brothers - by FFK: Written by Femi Fani-Kayode...Read below..I... https://t.co/8KDTU0O1fb","0084B4","C0DEED","0","1","False"
"KEVIIN_LXXXVIII","When You Read My Tweets Play Some Dramatic Music In The Background
I Tweet For Guys Who Make Girls Swallow
Living In The 21st Century
RAD","__ I'ma hit those up at the club ""@_renaey: Drake's dance moves on hotline bling _____""","0084B4","C0DEED","0","0","True"
"kaaits_xo","insta - kaaitsxo","Ermmm wtf is my laptop doing shutting down when I'm in the bath tryna chill + watch gossip girl __","F5ABB5","FFFFFF","1","1","True"
"potching888","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","0","0","True"
"khaienne","","""FerolinLeamae: macaspacxx: lepitennicell9: dallasxford: knxbluehearts: opao0608: JESUS IS THE WAY, THE TRUTH, AND THE LIFE 

#PSYAhas 
#Pu_","0084B4","C0DEED","1","0","False"
"dimplesdiaries","Digital assistant and blogger interested in luxury fashion and sustainable design. dimplesblog@hotmail.co.uk","Holy shit...Naomie Harris at the #bondpremiere _","A2D6E8","FFFFFF","1","0","False"
"imbassick","I am odd.","That moment when your boss reminds you that youre 21 and you shouldnt be worried about a girl whos priority number one isnt you. #Boss","9999","FFFFFF","0","1","False"
"RuthSherman","CEO & Celebrity Speech/Media Coach, 4 Oscar-winning clients, but u don't have 2 b famous 2 work w/me. Author of SPEAKRETS (2015),speaker, political commentator","Jony Ive on Apples plans to conquer the fashion and lifestyle industry. https://t.co/b8kTTmNa3e  @edibleapple https://t.co/Ts9B9z4iL0","ABB8C2","9A17EB","1","1","True"
"the_ss_khan","I regret this already.","Sometimes I just talk to my therapist about how to respond to awkward texts because ain't no shame in that game","0084B4","C0DEED","1","1","True"
"TennisAce604","My favourite players #GenieBouchard #WeBelieveInBouchard #GenieArmy #RafaNadal #VamosRafa #TennisFan #HockeyFan #SportsFanatic","@AgnesJoub Genie and Rafa are the best in my _.","0084B4","C0DEED","0","1","False"
"JustFabulous_S","All things Bollywood, Foodie, I may have the tendency to talk a lot about those two subjects. Believes in EQUALITY : Gender - Religious - Social status","Wanted to watch Drake`s new video to see what it is really but all I could find on Youtube were the prank videos and vines.","D02B55","FFFFFF","1","1","True"
"Elsucio_Mar","sucking all the marrow out of life doesn't mean choking on the bone","@Foureyefreak you'll be alright Halloween isn't even the shit anymore and plus you can still turn up when you get out","FF0000","FFFFFF","0","1","False"
"kseenaa","A swedish school-librarian, a mother and a nerd among nerds, fan off Robin of Sherwood, Xena, Buffy, Pirates of the Caribbean, Tokio Hotel and Sons of Anarchy.","@_GoneAway_: I just took a seat at the computer now.... And planned to start reading. If that's OK?","4A913C","C6E2EE","1","1","True"
"neubefelma1980","","The Cyber Activists Who Want to Shut DownISIS https://t.co/STRw1DC4xe","0084B4","C0DEED","1","1","True"
"DarksknStruggle","Dark skinned niggas don't write bios.","@Kat_Nikohl they need the sales lol","2FC2EF","181A1E","0","1","False"
"leocasteIlano","now you only bring me black roses and they crumble into dust when they're held || one time @mindykaling told @inspiredbyidina that she was too cute","breaking news im a piece of shit deserving of all the pain and suffering in the world should just die make the world a better place","ABB8C2","0","1","1","True"
"LauraDaveyx","AV","RIP Oti... Sorry Ally fed you Cheerios and you died in ur cereal bowl bc we couldn't afford a real tank or food 4 u https://t.co/5mTO1Mjy55","0084B4","C0DEED","1","1","True"
