"Train Accuracy = 63.9999985695"
"Loss = 0.657304"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"adrianadarling8","Cuban, colombian cali girl in RI instagram @adrianadarling","Of course when I wanna go home on the quickness it's taken the longest to get there","21017","0","1","1","True"
"timothypmurphy","I write about national politics and sinkholes for @motherjones. ALL TWEETS ARE ON BACKGROUND AND CAN BE ATTRIBUTED TO A SENIOR REPORTER.  202.626.72","The only train that's consistently cheap enough for my budget is the one that leaves at 4:55 a.m., so ""quiet car"" is sort of moot, BUT","0084B4","C0DEED","0","1","False"
"Stacksz_MOR","I do what I want .... Never herd of yall. Its not u, its me","Ladies if a nigga keep tryna talk to u and u not interested just start telling him about your problems","0099B9","5ED4DC","0","0","True"
"cytaoplasm","he was contemplation and enthusiasm. ambition and strong coffee. i could have looked at him forever.","@arcticIaheys it hurt but the guitar is ok so everything is good","FADAD2","0","1","1","True"
"TudoSobreQuase","","https://t.co/miYAuiSOD0 like and subscribe to the channel https://t.co/7jCUm81MJ9","3B94D9","0","1","1","True"
"zionfromyigo","sc: zyyfromyigo || 6LeonGuerrero","my teachers use to call my mama on me , now I'm a gangsta and I could fuck my mamas homies__","0084B4","C0DEED","1","0","False"
"zish1994","You can do anything you set your mind to","Carol fucked up the base","FF0000","0","0","1","False"
"lilstu76","I'm an airhead! LOL You can find me somewhere by the Yellow Brick Road. :)","Stevia in the Raw as low as $4.29 at Kroger! via Kroger Krazy - We have a new coupon that can be ... https://t.co/zUucOqsfeo","FF138A","6B0237","1","1","True"
"catalienhilds","actually at the end of the day it's not okay","caught somewhere between being tired of your bullshit and being too sensitive","990000","FFFFFF","1","1","True"
"LoveeeBnai","","And I tell him they need to put a sign up that's say dirty and thirsty do not mix ___","0084B4","C0DEED","1","1","True"
"prslava15","","EVERYDAYDAYILOVEYOU Forevermore
Weep with the heroines desperation.

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"kiosjonok","","1 @ onedirection Artist of The Year #AMAs","0084B4","C0DEED","1","1","True"
"xCutecumber","15//full time fangirl//married to music, series and food//feminist AND A RAKOON","Person: OMG 5SOS are so non explicit.
Me: *plays disconnected* *I like the summer rain/I like the sounds you make*
Person:... Okay bye.","F5ABB5","FFFFFF","1","1","True"
"ConnorAndrews","Future Stay-At-Home Dad","Ab Soul, Kendrick, and Robb Banks??? Naw I'm deliberately killing us in a car accident if that's what you got on my aux cord","9999","0","0","1","False"
"Hussainaliarif","| Muslim | Pakistani | Born 20-01-94 | Luv Food | Peace luver | Hate ego | Future web developer  | instangram hussainale | Computer Science Student #Gamer","Build a Transforming Workbench, Desk, and Storage Unit: If you dont have a lot of space, you need... https://t.co/v7PIBfIDHs #LifeHacker","DD2E44","0","0","1","False"
"CarlosTorrejon8","Carlos Valcrcel Vallez. Bad boy for life. Los d_as ms importantes de tu vida son el d_a que naciste y el d_a que descubriste para qu.  LIFEGUARD.","Round and round your loving winds me up, like a hula, hula hoop. https://t.co/zMrWMZpcst","0084B4","FFFFFF","0","1","False"
"shannerterman","If you don't know how you got here, you came to the right place.","@11Freeman11 inside the organization it was handled the exact same way. The media is the one who picks and chooses like this.","0084B4","C0DEED","0","1","False"
