"Train Accuracy = 63.9999985695"
"Loss = 0.666017"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"GGlasz","This is my dog Titus","Our lady bitches are way sexier then North Scott lady bitches, and they about to whoop lancer booty cause we have bad bitches.","0084B4","C0DEED","0","0","True"
"atheist_andy","#Atheist #Secular #Humanist #AtheistRollCall #ASH. Caring & empathetic for those who deserve it. Staffy Lover. Not MRA, but certainly anti-radfem.","@SecularScarlet We shall see. When the execution rate is down to zero, I'll give the story more credence","0084B4","C0DEED","0","0","True"
"chabela447","","Friendship means understanding, not agreement. It means forgiveness, not forgetting. It means the memories last, even if contact is lost.","0084B4","C0DEED","1","1","True"
"AudreyS23511436","I love giveaways,especially books. I also operate a shelter for elderly cats.","#WIN signed paperbacks of The O'Conners by @AuthorRCMartin https://t.co/fJ95XfwU47 https://t.co/WUFSg5xyQO","89C9FA","0","1","1","True"
"LowerThanCassie","Mike Duce called me Cass","@MeganAlder98 I checked and it was fine, but we couldn't sell gkn when I realised bc the stocks were closed then","6027A1","FFFFFF","1","1","True"
"CasmereLoves","","Confused and lowkey hurt af","B40B43","0","1","1","True"
"BnGBlitz","Managing Editor of @btsteelcurtain, the best Pittsburgh Steelers community on the internet.","#Steelers CB Brandon Boykin ready to prove he was worth the trade from Philadelphia https://t.co/V3uShuheto https://t.co/YyPSJwSDuq","131516","FFFFFF","0","1","False"
"SoggyHunger","Whet appetite, mother lode, RT'ing all your vulgar feedback.","@MorrisPartyof6 The term is ""mother lode""- a principal vein of an ore or mineral. 
 https://t.co/BnozYJ3Agt","0084B4","C0DEED","1","0","False"
"Crislex","Personification of a Paradox To Shawty Be The Glory... Xbox Gamertag: Plas7icKi77en","@HRCage and ive never seen men describe a realistic woman on here","F5ABB5","BDDCAD","1","1","True"
"TimesONeill","Chief Reporter, The Times","@SarfEastCaff me too - nothing quite like a proper paper. Some v good subscription deals covering print, web and mobile. Ask @Times_CS","DD2E44","FFFFFF","0","0","True"
"chrismpeters","Hockey writer, @CBSSportsNHL
chris.peters@cbsinteractive.com","@MagnessMayhem Poked around the site a bit. Nice work! My intro to hockey blogs/blogging was indie college hockey blogs. Great perspective.","3B94D9","FFFFFF","0","1","False"
"lisadawkins1997","","@Jessica_Clark14 I'm glad might push the boat out and get you two packs of socks just because your my bestest ever pal","F5ABB5","0","1","1","True"
