"Train Accuracy = 55.999994278"
"Loss = 0.660392"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"torrenegra_clau","Jorgitoo_Dios Bendice Nuestra Amistad_","My Head's Under Water But I'm Breathing Fine______You're Crazy And I'm Out Of My Mind______","F5ABB5","0","1","0","False"
"AmethystPrude","[ You can't get hurt without hurting someone else ] | IC? Still in process...","""I mean... everyone can only do what they can. If you try hard at something you can't do, it only hurts in the end. "" #bot","8F4F61","FFFFFF","1","0","False"
"huyton97_","JFT96","that windmill by the walkers factory makes me sick","0084B4","C0DEED","0","1","False"
"emmleary_","I'm probably hotter than you.","@Ken_Speith28 that's why I was the only one wearing it ___","0084B4","C0DEED","1","1","True"
"AllenYork","Osceola County Rep. Recording Artist.  Pen Pimper. Peace seeker. Positive Vibe pusher. IG: HomelessMillionaire 
For All Business Email allenyorkmusic@gmail.com","@GodJoeyy limit the carbs? Damn","0","FFFFFF","0","0","True"
"LayzMari20","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"twain_86","#PartyKartel & #27eNt follow me on my road to success. Bookings: 27eNT.IamEpic@gmail.com","PSA: If you are in the market for a new or pre owned vehicle feel free to_ https://t.co/jZ5l8b0PUQ","0084B4","FFFFFF","0","0","True"
"LadySeifenblase","#x37. Lady. Be Berlin!  Clumsy fellow. Student. Computer scientist. Gamer. Streamer. forever #Skeyavil. Love. Speaking Ger & Eng. Make it matter ","Thinking of you, wherever you are. We pray for our sorrows to end, and hope that our hearts will blend.","0A1870","0","1","0","False"
"Leeshie_PoP","Less upsetti, more spaghetti~","I hold out hope that some day soon I can quit my job and walk away from this company and these people, this boring work. A girl can dream.","D3CACA","9A65DA","1","1","True"
"beechmoregossip","i'm the realest bitch here","""nellie has the best body ever. my cause of death, probably.""  anonymous.","0084B4","C0DEED","1","0","False"
"Kidrauhl4everCa","I'm Polish Belieber..Justin followed me 26/6/2014  (:","I remember this Day when People hate my Dreams but Justin followed me all People envied me and congrats me @justinbieber i love You so much","5F509C","FFFFFF","1","1","True"
"bwreedbgr","I am a writer and editor for BGR.","Could be any article: ""Trump brags about X, had nothing to do with it, probably advocated Y and Z at the time."" https://t.co/5TvcLD4GKb","0084B4","C0DEED","0","1","False"
"Almaz_Khaltamze","Miqoteer, Airship Engineer, and Aylis' partner in crime and snack hunting!","@MithraDragoon welp. Im an uncle for the 2nd time as of today. I should feel sorry for THEM. XD","FA743E","0","1","1","True"
"jiallander","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"emotionlcss","Tristan is a shithead, but he's my little shithead.","aiDEN IS COMING TO THE NETHERLANDS THIS CHRISTMAS AND IT WILL BE HIS FIRST SINTERKLAAS IM CRYKFN","0","FFFFFF","0","1","False"
"Speratti1D","Niall Horan como respuesta a todo, Larry como ox_geno, liam mi baby #ZQUAD Zayn girl","@onedirection Artist of the Year #AMAs https://t.co/DsjN39Gzs1","0084B4","C0DEED","0","1","False"
"sanjanettiz","","Just finished my benefits enrollment with CREOKS. 

Look at me adulting. Adulting all over the place.","0084B4","C0DEED","1","0","False"
"mckbirdbks","Mockingbird Books - extinct used bookseller","Quinn Moosebroker Mysteries https://t.co/WFcBq1NxdG  https://t.co/nuoZqQZBYV #YA #Detective","0000FF","FFFFFF","0","1","False"
"JanelWLOX","Reporter at WLOX-TV; @Cornell; @MedillSchool; @NABJ; womanist, snapchat connoisseur, frequent jet-setter and former Big Red athlete. tweets are mine.","Last night storms caused damage to the sail and bowsprit of Victor Fernandez' boat while it was docked at LB Harbor https://t.co/AOLpJ4tLmm","0084B4","FFFFFF","1","1","True"
"_dxcabrera","20 | UCSB '17 |  #305","Average on the ochem midterm was 50%........ The high was a 94% LMAO FUCK YOU WHOEVER YOU ARE","9F0251","0","1","1","True"
"ChristyUrsula","","GLASSMASTERS- DANCERS IN THE GREEN ROOM C1879 - BY EDGAR DEGAS https://t.co/3G5UKrSbQK https://t.co/6FFwh9ZMRi","0084B4","C0DEED","1","1","True"
"mizzykitkat","Haven't you ever seen a Twitter cat? Well, then maybe you ought to google it. Google is your friend, don't be afraid. I will hypnotize you mesmerize you....","@npowerhelp it's great when u want money, now I want my money back and it's taking forever, poor service, poor tariffs.","0084B4","C0DEED","1","0","False"
"kellycarberry","Love to read favourite book series is Fifty Shades Of Grey fan of Stephen Moyer and Jamie Dornan love watching True Blood BIG Rookie Blue and #McSwarek fan.","Starting to like the new Conner family a little #CoronationStreet","0084B4","FFFFFF","1","1","True"
"PaganTrillanie","Editor and blogger with interests in art, collecting, atheism, critical thinking, skepticism, LaVeyan Satanism, history, human rights, medical, and photography.","All hospitals should ban perfumes and other scented products, says Canadas leading medical journal https://t.co/4ZseOnF5Dg","A5CCCB","FFFFFF","1","1","True"
"AliceResse","","""Spectre"" world premiere: Daniel Craig and his co-stars certainly looked like special agents in their sophisti... https://t.co/Qe2CTsJ3B2","0084B4","C0DEED","0","1","False"
"wazoowazny","I just get a little nervous on the weekends","Oh boy. Just did a little stroll around the local Twitter re Kane injury and what's really scary is some of these people have children.","2D3636","EEEEEE","0","1","False"
"lesatorr","Everything I do need a news crew's presence.","Photo: Snow Queen - Vlad Barbe | Kids &amp; Family |716822518: The Snow Queen is a fairy tale by Hans Christian... https://t.co/CC4qqNHvjY","0084B4","C0DEED","0","1","False"
"DianaCanovas","Good times, good people","I have a rising follower graph! 1 more follower in the past day. Get your stats right here https://t.co/Y4xWwm3iAH","32C8E3","0","1","1","True"
"CPrest24","You can't win a race if you don't run.  -Mr. Waage","AND 7 MONTHS UNTIL OUR ROAD TRIP __ @SuperChrissy05","DD2E44","FFFFFF","1","1","True"
"elysialauraa","1:58am njh & bws","im sure 99% of greggs staff have problems with knowing the difference between hot and cold","E9A3F7","FFFFFF","1","1","True"
"rahdoo","Professional Book Dealer, Warrior, SABRES and BILLS..716 ..Metal for life.. and beer.. visit my store. link below.","@vfinch @sternshow the show be called Howard and Friends","0084B4","C0DEED","0","1","False"
"CurlyCoyne","Patriot,Christian,General Sales Mgr Broadcasting.Don't go around saying the world owes you a living.The world owes you nothing.It was here first! Mark Twain","@marylene58 awesome! That's my favorite verse . Prayed it for many years and then ended up moving to the mountains of NC! Lord answered pray","0084B4","C0DEED","1","1","True"
"sylahj","Song writer/Industry Consultant & Booking Management For Fetty Wap Artist: khaos_1738 bookremyboykhaos@gmail.com #RemyBoyz #BGK #ZooGang #theonetheycountedout","I'm looking for one of the hottest in the area! If you looking to work with some exposure send your beats over Asap! SYLAH.J FT NAZZI TWAZZI","ABB8C2","0","1","1","True"
"Kaleigh_Bauer","_ I became insane with long intervals of horrible sanity _","I'm loving Justin Bieber's new music and idc.","FF0000","65B0DA","1","1","True"
"dayveedomooba","Dnt bother reading dis cos  are not gonna G___ any info about ...","@tisanb who sang the Java an song?","67799","0","0","0","True"
