"Train Accuracy = 47.9999959469"
"Loss = 0.748488"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"elldoubleyou17","pass me the aux cord bitch","@sarah97hester @justritabook lol Adam and Eve literally dgaf ___","2FC2EF","181A1E","1","1","True"
"Rasmika7","Huge fan of Doctor Who, reader of books and writer of stuff. Future novelist and full-time procrastinator. I really am just a mad woman with a pen.","The woman on @theweeknd's Angel sounds similar @halsey and now I'm eagerly awaiting a collab between those two ___","737A79","0","1","0","False"
"austin7175","Christian in the true sense of the term, retired entertainer, devout hard center Democrat and avid political junkie~~","@DumbCreationist There's NOTHING new in the paper or it would be pasted on every TV screen worldwide! It's the same unsubstantiated rot.","0084B4","C0DEED","0","1","False"
"mafferodrii","Tropiezas con la realidad, corres tras un sueo.;) Instagram:@mafferodrii. Futura Actriz y cineasta!","Omg I love the new Video of @PanicAtTheDisco ... Is greaaaat!!!!! *-*","FA743E","65B0DA","1","1","True"
"CPacelli","http://t.co/6yaUxTye9n","Stormin' the castle with #JEFFTheBrotherhood! @jeffbrotherhood @infinitycat #infinitycat #vinyl https://t.co/IJ9O0Bbwy9","0084B4","6A6B69","0","0","True"
"SuicideBiscuits","I'm all for equality so long as it's equal. Likes teabagging and balls. Not a grievance chimp. Wank, wank, good guy, wank.","@_RudaMalpa_ a couple of quid I could understand. But that's a quarter of my fucking wages. And I don't get ANY tax credits. WANKER","333333","FFFFFF","1","1","True"
"manu_keith","Child of the Most High..Life Activist..Analyst of all things..","The only PR thing from #RutoLiveK24 is the opinion poll where 57% of the viewers are disappointed with Jubilee. Let that sink.","0084B4","C0DEED","0","0","True"
"FingerMeDaddy","23 year old social media extraordinaire","Duuuude I'm gonna be 24 in a week and a half","0084B4","C0DEED","0","0","True"
"babeniallniall2","","Hi princess of light eyes _. 
You and a great makeup artist __ .
You are awesome Lottie . 
Please follow me babe ? __ @lottietommo x529","0084B4","C0DEED","1","0","False"
"ym_babie","new twitter . Back by popular demand","@FocusedFO lol damn .. The struggle","89C9FA","0","1","0","False"
"liredbone","Businessman that loves the #Lakers #Raiders #Dodgers. Also video games the Xbox is the Best Box","About to play WarZone for the 1st time #Halo5 #Halo5Guardians #Xbox https://t.co/RP9qlgSn5V","ABB8C2","0","0","0","True"
"MarkRRose","IG- markrrose//mrose381@yahoo.com","The Halloween 2 remake is so stupid. As well as the Friday the 13th and ANOES remake. The original Halloween remake was good though.","0084B4","BDDCAD","0","1","False"
"vivianteresaa","","watching last nights TWD and please no one speak to me I am in tears","006BB3","C0DEED","1","0","False"
"mellymel5_","","@KAtheIntellect easy af that you left the pencil huh lol","0099CC","FFF8AD","1","1","True"
"kaylareshelle","@jamesr1224 _","@jamesr1224 I don't like the dark and I don't like bugs Jameson","BF0252","0C0F0F","1","0","False"
"alina5222","Striving toward an ethereal, intriguing, exquisite, and beautiful mindset.","But if the speed limit is 40.. Best believe I'm going 43.","0084B4","C0DEED","1","0","False"
