"Train Accuracy = 62.0000004768"
"Loss = 0.655463"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"RachelCourtneyW","Ohio University","When I ask my professor questions about the assignment https://t.co/8i0Ktpdw1B","8E2FED","FFFFFF","1","0","False"
"Baconator166","|| I hiked a real mountain once || NYG Super Bowl 50 champions || Get buff or die trying ||","@SLUTovsky that only happened twice! Both times were confusing moments of happiness and sadness quit picking on me #bullyprevention","0084B4","C0DEED","0","0","True"
"KAYLEE20_1","_ PS4 Gamer - KAYLEE20-1 _ Twitch Streamer _ K-Pop Addict _ KIK - KAY20_1 _ 
I May Be In The Gutter, But I'm Looking At The Stars","AW And Chill - Enjoying The Tunes :3: https://t.co/1YgKhJq76M","9266CC","0","1","0","False"
"jvogler","Offering Solutions, Building Relationships, Being Accessible through Integrity Based Business Transactions","Kunstler - ""Something Happened"": ``The great triumph of Ben Bernanke was to engineer a fix that rendered trust... https://t.co/Rb4lCFigfd","5E412F","F0A830","0","0","True"
"4Ravenwan","I quote, I retweet, I help.","""for the record, there are many religious and health reasons to circumcise. I don't get offended when I hear of a boy not being circ'd."" #i2","0084B4","C0DEED","1","1","True"
"Tweedy1569","","Wheeee dog will be destroyed and asshole is getting 25 year dog ban judge said he'll be most likely dead before the ban is done","9266CC","0","1","1","True"
"Lisan1201","Artistic Nail Therapist/Savvy Brow Archer/Pro Self Portrait Flickr Passionate hugger/Expert Story Fabricator 
@LuxeNails215
LuxeNails215@gmail.com","This display, food and service was AMAZING!!! ___ https://t.co/FaRtHRqUxJ #luxenails215 https://t.co/P3lmhkkAD9","0084B4","C0DEED","1","1","True"
"molly_steinkopf","snapchat-molly_steinkopf","When someone shits in the pool once again so practice is canceled yet again__","0084B4","C0DEED","1","1","True"
"r_penny16","I aspire to be Ron Swanson when I grow up |-/  [|]","@MattFonner here are the decent ones I've found. https://t.co/f7VdS8oeiW","0084B4","C0DEED","0","1","False"
"mikewilsonia","Member of The Wilson Family and 50% of Duo: Damien Barber & Mike Wilson (I'm the Mike Wilson 50%!)","Di Henderson is our Guest at The Welly Folk Club this coming Thursday, 29th October 2015, a very fine singer: https://t.co/PAGGBZmF06","0084B4","C0DEED","0","1","False"
"TAZZY_S0NY","Interior design is my lifeDreams do come true if we have the courage to pursue themClear mind & a happy heart","Nothing is lost by admitting u were wrong the problem is no one wants to be wrong","0084B4","C0DEED","1","1","True"
"blankyhanky16","@littlenialler5","@onedirection Favorite Duo or Group Pop/Rock at the #AMAs","0084B4","C0DEED","0","1","False"
"BaMelisana","","https://t.co/0XBjAFxgNM download #bokep irish and thai  #ngentot #memek #bugil #bispak","0084B4","C0DEED","1","0","False"
"_SARAnade","freedom is a state of mind","#pettingzoo #donkey #fall #pumpkinpatch #applecider #niagara vic_p.oliver @ Warner Ranch and Pumpkin_ https://t.co/0Ka3gNYDgU","1CAD25","0","1","1","True"
"osijek69","Addicted to nail polish, in love with stamping plates.","Cute fox bathing in the sun @MoYouLondon #notd @ManicureMonday #nailstamping #nailart #nailpolish @Amazanails #nails https://t.co/Az3tdMd0WK","3B94D9","0","1","1","True"
"ebarnhart6","I live to love and laugh a lot, and thats all I need.","No better feeling than coming home from a long day at work, taking all your clothes off, and stuffing your face with food","0084B4","C0DEED","1","1","True"
"aimeeteegan","coming for a puc and a shift?","Megan brought me Doritos and I've now forgiven her for bunking me last night","0084B4","C0DEED","1","0","False"
"TNFOF","THE NEW FACE OF FINANCE: On a mission to make the info around financial matters affecting you everyday accessible and ...dare I say it...fun!","Is the criticism of a female billionaire sexist? https://t.co/5nq32OOJ22 #askingdifficultquestions #thenewfaceoffinance","3B94D9","C0DEED","1","1","True"
"FOOILIKEME","Your Daddy always said you should stay away from a fool like me.","@mr_stumph Muchacho dulce. [I say and then stand up, getting bored] So, are you cool now? Can we leave?","ABB8C2","0","0","1","False"
"RamonaMulcahy","visual art fanatic, javaholic, fighter. tweets about art, mental health & other nonsense. opinions belong to the sometimes fuzzy demon who hitched a ride.","The power of the image... @Emer_OToole talks propaganda and balance #repealthe8th  #abortion https://t.co/wq1hFfsz5g","0084B4","FFFFFF","1","1","True"
"LUCYrk78","Marketing/Social Media Consultant, Blogger, Photographer, NFL fan, Dog Mama. #fitfluential ambassador","Q5 During the holidays, ALL brands are competing for attention on social, how do you stand out? #contentchat","4A913C","0","1","1","True"
"amberhenrrry","","AND MY EYE WONT STOP TWITCHING","CC3366","FFFFFF","1","0","False"
"yeargansam","#6145316895 Columbusliving/ never stop dreaming","And the straight one cheated on me.","0084B4","C0DEED","0","1","False"
"TedFasano","I am an average guy","@steveyeun I will put the link to a video i made out soon","9266CC","0","0","0","True"
"Fuhkyocelf69","_/art","@HIMANSHU i had a dream i seen heems and told him we going flag shopping","F5ABB5","C0DEED","0","0","True"
"tayedris","the world isn't as cruel as you take it to be","I wish I can just put my head down and sleep all morning in school","9999","0","1","1","True"
"kellymarcon","Hanging on.","when you trying to convince your family to love the Buffalo Bills and they ain't having it https://t.co/MA5jg8VLW0","D02B55","829D5E","1","1","True"
"weirdboo","Internet trailblazer. Analyst. Social media fanatic. Amateur food practitioner. Travel specialist.","She Fell Asleep With Her Feet On The Dashboard And Minutes Later, Her Life Is Changed! https://t.co/Ge6Qbvm6oq https://t.co/wyzt0aMNbK","89C9FA","0","1","0","False"
"Melikeu","Spokane County Water District 3 Commissioner","Rimes married actor Eddie Cibrian, who has two sons ""I take being a stepmom seriously,I love the boys like they're my own.""","0084B4","C0DEED","1","1","True"
"ImNotReal_____","","@JayRocksSon now I just need his millions and lyrics","0084B4","C0DEED","0","1","False"
"un__fckwitable","don't watch me!","Rub that bitch whole face on the side of it since they wanna leave marks and shit_","0084B4","C0DEED","1","1","True"
"_sina93","Be loyal or keep it moving.","After reading into the UK's membership in the EU, I'm not so sure being a member is as good an idea as I thought it was","0084B4","C0DEED","0","1","False"
"Cerys_Ruth","Burning down the highway skyline to the '59 sound. Pulled by gravity, saved by wonder. Contractually obliged to point out that opinions are my own..blah blah!","I've called dinner 3 times and no one has appeared. Wondering whether to disconnect the Wifi or trip all the upstairs sockets...","B40B43","5ED4DC","1","1","True"
"SkylarSkyy__","When You Pretty & UnBothered #MGSU19 | July 9.1996 _","@only1whitegurl i got 10 dollars and a food stamp card we can go to the store _","0084B4","FFFFFF","1","1","True"
"psychichic","melody chase. gettin' schwifty. everyone's less shitty mom. dan's. 39 days. [ reworked RP. ]","@happyhcrry I mean. you could be Lucas if we're talking about the musical","0084B4","C0DEED","1","1","True"
"AngryBlkManDC","Laid back cat allergic to dumb azz people. Goin' off on jokers is my anger management. Go ahead, test me. I'll hit you with a #mansitchoazzdown.","Andray Blatche playin' ball in China &amp; still got me blocked. I gave up the rights to the domain andrayblatchesucks dot com 2 yrs ago","858085","827D82","0","0","True"
"Lauren_salinas2","17~MHS~TJ Strutter Major~ I love my baby @BrianaisToLegit","H17BD TORI ____ i hope you are having a good day. I know we aren't the bestest of friends but you're still my friend and i love ya crazy self","0084B4","C0DEED","1","1","True"
"Tina_Hancock","Bus Mgmt Consultant - Hancock Management Int', Prof Speaker/Webinar Presenter, Certified Fraud Examiner, Forensic Accountant, Special Investigator BOI","NY suspects Verizon, TWC, and Cablevision of slowing Internet traffic - Ars Technica https://t.co/325bFFFkw8","0084B4","A8C7F7","1","0","False"
"SpeightVera","Love  humour,animals,music(eclectic),football-- LCFC.Retired police civvy -- Leics.Police.Oh yes -- and people who make me laugh.","@GensPlace Thanks fo the follow Gen :-)","0084B4","C0DEED","1","1","True"
"lyndseyrenae_","He knows where I'm going. (Job 23:10)","I've been sitting in my dorm since 12:30 to do homework and I've yet to do any homework.","990000","C0DEED","1","0","False"
"iBearHD","The new and improved Apple iBear! Now in HD!","@TopBanditMC The first guy I talked to was FatJesusMc... We don't talk about that xd","DD2E44","0","1","1","True"
"heidikristoffer","Vegan Mama to newborn twins & CrossFlowX. Creator & Producer: Microsoft Bing Fitness Yoga. Breathe, Sweat, Laugh, Heal.","When you get together a bevy of wellness beauties for a brunch, this is a very small part of the_ https://t.co/L01DZYN7Db","93A644","FFFFFF","1","1","True"
"GarciaaG99","Working hard to make sure ima be the men when i die","yea me and my homies on the way __ @ElWhiteBoy https://t.co/v4djM1POTm","00FF77","FFFFFF","0","0","True"
"Loveable7lerato","#I am your Majesty","You and I always got things to do together but we never seem to get to the action stages *sigh.._ https://t.co/kWQs9OEhPI","0084B4","C0DEED","1","1","True"
"JamesMc06895903","","Looking forward to watching real housewives tonight.@TanyaBardo7 and @AmpikaPickston1 always make me lol __","0084B4","C0DEED","0","1","False"
"claudiataggart","who let the lemonhead into the room?","My nails are in the shittest quality and it suuuuucks","A4EBDF","0","1","1","True"
"karanjaidka","Sports enthusiast, rail fan, fun foodie, desire to travel, social media reviewer, kid at heart, random thinker, Consultant by profession","There used to be a time when #Rafa controlled rallies, made the opponent run pillar to post and chased down balls! Not any more, very sad!","0084B4","C0DEED","0","1","False"
"shelby_foote","hey","there's a guy in the library watching Sharkboy and Lavagirl. he is my new hero","FF0000","F2E195","1","1","True"
"clappinghand","","A new favorite: Welcome to the Present [Kompakt] by @blond_ish https://t.co/67hSWgA1Mg on #SoundCloud","0084B4","7FBFC7","0","1","False"
"drivenhalsey","this one time i threw a glowstick at halsey","JUST TO MAKE IT CLEAR I DO NOT HAVE A LANE PEOPLE HATE ME I STILL RECIEVE SHIT FOR MY TWEET ABOUT JOSH AND HALSEY DNDEIDNSJNR","ABB8C2","0","1","0","False"
