"Train Accuracy = 51.9999980927"
"Loss = 0.743129"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"easykudu4u","","The new Oracle Golden Gate Cloud Service integrates Public Clouds with Private Clouds 
 #OOW15FR #oow15leoff @easyblogs","0084B4","C0DEED","0","0","True"
"CptDRE","King","The devil is a lie  https://t.co/iCxt4Ahd2E","0084B4","C0DEED","0","0","True"
"Bitch_Wheeeeet","I'm self made selfish wit my niggas self employed.","@ImTooCold_ it always feels good to be missed and appreciated _","50505","FFFFFF","1","1","True"
"Pardon_mm","IG : @dc_brat","I've ran into some beautiful woman, pretty smiles, nice eyes, great hearts and a mean hustle!! I just wasn't right for them ..... Vice versa","00FFF2","FFFFFF","1","0","False"
"Veed69","I am ,an optimist,death cheater, tweet @random..Diff ways we've gat..lets have it your way..|Fearless|Geographer |Realtor. |ArsenalFC |ffbk |Libra|_Human","And to d fulani politicians supporting d evil acts of the herdsmen,how has ur education made u different from the nomads?just spoken english","0084B4","C0DEED","0","1","False"
"Autora_de_Nada","...llegu a Barcelona a medianoche, en un tren distinto del que hab_a anunciado, y no me esperaba nadie.C.L 
#Filosof_a #Arte #Cine #Series #Lieratura #Msica","Robert Aldrich, Joan Crawford and Cliff Robertson ""Autumn Leaves"" #Set https://t.co/cLS83D2hUo","992266","65B0DA","1","1","True"
"mcmahon_josie","truth seeker","Oh dear Jay,s a cheat,just found out he's been to dance school and learnt most of the dances,he's fake,not fair on the others #strictly2015","0084B4","C0DEED","1","0","False"
"jessicayounis","","Starbucks Mobile Ordering Comes to the UK - Mobile Marketing https://t.co/YeCugANJLy
#emarketingmkt412","0084B4","BDDCAD","1","0","False"
"Lauren_Adler429","and i don't want the world to see me, because i don't think that they'd understand, that everything's meant to be broken #pansexual","@Rabrizek being upset because youre spending thanksgiving dinner there and im spending christmas dinner there and its so close","9266CC","0","1","1","True"
"iTrendXCI","He smoke trees while I'm up on my knees after that cook him STEAK n Grill Cheese","And if you know Richmond, we don't go over there lol","0E76E6","1C222B","0","1","False"
"JasmineHoffman","Vancouver freelance makeup artist. Wedding makeup specialist. Beauty blogger.","Loves these moments!
The first look between bride and groom _
Makeup by moi using @noirlashlounge_ https://t.co/rXANrao0td","93A644","EEEEEE","1","0","False"
"jalalHdioui","Sr. Full-Stack web developer","Build a Transforming Workbench, Desk, and Storage Unit: If you dont have a lot of space, you need to make cre... https://t.co/RUiucVCx7U","00BBFF","86A4A6","0","1","False"
"drastichs","I wish you quietly to use your brains. Strongly recommend http://t.co/1EydfDDtHT What the others say http://t.co/psEzYNMs8x Music http://t.co/9tk0ZnEoBX","Using this search You simply collect all the information available on #earthquake including those incorrectly formatted","0084B4","C0DEED","0","0","True"
"94heskind","secret little rendezvous","@Harry_Styles thank you for being so genuine and an incredible human. You're so selfless and humble, would you mind following me?  108,649","405","FFFFFF","1","0","False"
"Words_PR","I'm just out here .","You can come with , I'll teach u the bars and we'll have a great time","9999","EEEEEE","0","1","False"
"kristinamallari"," real life mermaid ","candid pups! baely meeting betsy for the first time ___ #sisters https://t.co/yRRDX6kPqZ","130447","0","1","0","False"
"DocsSister_","I'm not a girl anymore, and I've pretty much stopped looking. Helping my brother out in the clinic makes me feel useful. {RP21+}","@LoneGunslinger_ {A shy smile blossoms on her face, and her cheeks color} Now, as long as you know, I'm no girl any longer, Charley, yes,-","0084B4","C0DEED","1","0","False"
"SugdenDonna","","The Fortune Hunter (Vance) by Louis Joseph Vance https://t.co/cWh0LvU3FQ https://t.co/52k5pAwFjV","0084B4","C0DEED","1","1","True"
"dan_spaceman","Writer. Dairy can give you nightmares.","""I hated her so much it was like f...f...flames on the side of my face? Heaving...heaving breathes.""","F5ABB5","FFFFFF","0","1","False"
"sprinklofstyles","*:_ _I just really love one direction  __:*","@Harry_Styles I love you very much and you mean so much to me_, I can't wait to hear Made In The A.M., I am so so excited___! 
x2,084","0084B4","C0DEED","1","1","True"
"amirosela","City planner, culture gobbler","@ggreenwald @AviMayer no i wont. Im against all kind of sanctions. You don't know me, my believes and disbelieves. And I really believe the","94D487","0","0","0","True"
"WarrenHorak","Entrepreneur | Business Coach & Consultant| Helping Entrepreneurs to be Purpose Driven | Increasing your Sales & Profits through Online Marketing  #SocialMedia","The Digital Entrepreneur: The dream of building a business around digital products and services i... https://t.co/soAiX2g57F @copyblogger","00B3AA","C0DEED","0","0","True"
"_George_Jung","94'","@DolphinEret Shut the fuck up you suck you fuckin shitbum","0084B4","C0DEED","0","0","True"
"Photogoofer","Marketing and Photography. I sell, I shoot, I travel. Sometimes I do all at the same time! Send me on assignment. Shoot for ZumaPress & http://t.co/EEsTolRF2d","Whenever a football coach is asked, and answers No, Im not concerned about losing my job. You know his goose is cooked #MiamiHurricanes","2FC2EF","181A1E","0","0","True"
"__nishaaaaa","ii_brandon!","I just took the best nap____","0084B4","C0DEED","1","0","False"
"MSWImages","San Diego-based photographer","Visit https://t.co/l2NqPEsmN4 and click the _ - do it, to it meow!

Model @LennanKay
MUA jodimples
Published_ https://t.co/CAujPkeRjR","ABB8C2","0","1","1","True"
"UnaBollera","Your tears don't fall, they crash around me
When will I find my way home?
Did I make it that easy to walk right in and out of my life?","So I got something new to see
And you just gon' keep hatin' me
And we just gon' be enemies
I know you can't believe","9999","FFFFFF","1","1","True"
"Famous_Teme","Fuck Me I'am Sexiest & Famous Uchihas_
Maa baby girl @RPP_SaradaU
#KVRP #ICRP [V]RPKingdom","@hinNATAhuGA @rhamal_31 ""ahh basically new eh? therefore I tell you that you are the chara OOC, right?.""","0084B4","C0DEED","1","0","False"
"man_EE","#NothingReplacesHardwork
Blocked people because they like meatloaf

#Jets #Yankees #Knicks #Barca","colts are this bad cause a fan asked andrew luck to come play for the jets and he said ""fuck that"" they're cursed now","0084B4","FFFFFF","0","1","False"
"who_cody_carter","My family is always my first priority.","Well awesome, I didn't think this month could get much worse, this has been the worst month by far this year._","5.75E+63","454B52","0","0","True"
"xdylangaudet","mtsd lhs 19'","Biology will be the death of me","0084B4","C0DEED","0","0","True"
"jamesperfmaslow","i live for james' and zayn's solo careers #harrygosoloplease","tbh I was already used to it till the point that I kinda didn't care that much anymore but today ugh this is so stupid lol","0","FFFFFF","1","0","False"
"1306_naimisha","It simply is not cost affective to cover stories from independent sources.","Build a Transforming Workbench, Desk, and Storage Unit: If you dont have a lot of space, you need to make creative use of what you h...","0084B4","C0DEED","1","1","True"
