"Train Accuracy = 62.0000004768"
"Loss = 0.693306"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"Chance_TheRebel","Good people...bad memories. DePaul University '19","I just wanna talk my shit and get my bread, before I end up dead.","0084B4","C0DEED","0","1","False"
"FelixTheCat720","Excellence is my presence. Never tense, never hesitant.","@dr_KiddIII this might be the funniest thing you've ever said","0084B4","C0DEED","0","1","False"
"BharatP95362736","HOW DO YOU GET MORE FOLLOWERS? FOLLOW ME AND I MAKE FUNNY and hilarious tweets! please follow for jesus!","@JoeyGraceffa shut up! No.... Shut up!!!! The shocks that you give from the titles!!!! I am going to have a heart ache one day...","0084B4","C0DEED","1","1","True"
"realjwin","Experiment. Learn. Fail. Repeat.","Overheard in the winter garden: ""Country clubs are like paying for a winter garden later in life."" @MichiganRoss #umrossbusiness","0084B4","C0DEED","0","0","True"
"RainbowDemi314","I love bands, singers and youtubers, my fav ppl are Demi Lovato, Katy Perry, Action Item, MKTO, O2L, FOB, TSSF, Jake Miller, ATL, P!ATD, and Rita Ora #ProjectLG","I can already tell that my wallet and anxiety are not going to cooperate with tonight's plans","0084B4","FFFFFF","1","0","False"
"BaileyDischler","I've changed this like 12 times | TXST","In my mind we're somewhere in my car and it's raining hard","0084B4","C0DEED","1","1","True"
"UnaLaceyF4F","Personal Trainer & Fitness Coach","#ABWhour #thisgirlcan be Marvellous while getting fit with Formula 4 Fitness, come and join the fun https://t.co/xXBMCa6Rcv","94D487","0","1","1","True"
"MISTERPDW","Grumpy, moaning git (least Im honest!) Sufferer of @LutonTown, @NorthantsCCC & horse racing. Tweets may contain sarcasm & shouldn't be taken too seriously.","The way this season has gone so far. I don't look forward to any game Regardless of the opposition. It's a bit of chore really.","CC4A33","DBE9ED","0","1","False"
"JETROCKETSKATES","i almost never tweet so when i do it has to be good right?","@Katsuraptor i really liked the first 2 ovas but then the third has hour long rape scene in hell and i was like uhhhh i think im out","0084B4","C0DEED","0","1","False"
"RollThatTide","Crimson Tide lovin Conservative* whose calling in life's to raise girls self esteem & eat lots of pizza rolls / KMSS Sales RepUse @RollThatTide for a discount","God bless friends that take notes and grade your assignments while you take a nap in class.","0084B4","FFFFFF","0","1","False"
