"Train Accuracy = 67.9999947548"
"Loss = 0.654831"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"MikiTaylorr","Explorer. Typical beer nerd. Writer. Proud pop culture junkie. Music practitioner. Total introvert.","Iggy Azalea Showing Off Her Camel Toe And B00ty!!! https://t.co/DBjYrBk3ND https://t.co/XFgDtdjHsi","89C9FA","0","1","0","False"
"MarioFinkbiner","CEO/Founder has been a business owner and entrepreneur for 15 years with extensive experience in all facets of Real Estate Investing & Internet Marketing","_ Tonight @9:30pm EST _

There is a special info call led by a holistic nutritionist and triathlon.  I believe it... https://t.co/O9c6Zme8B8","0099B9","5ED4DC","0","0","True"
"SheaTheAthlete","a diamond in the rough.. Monroe football '17","Niggas on the side watching","0084B4","C0DEED","0","0","True"
"boii_Geniuz","It's better to have loved and lost at least is what the lonely people say. Britney Spears follows me. #TeamPisces!","Drag queens to start killing #Hello at the clubs __","0084B4","0","0","0","True"
"babeniallniall2","","Hi princess of light eyes _. 
You and a great makeup artist __ .
You are awesome Lottie . 
Please follow me babe ? __ @lottietommo x523","0084B4","C0DEED","1","0","False"
"IPinsheKory","follow me in Instagram @ipinshekory","Bun Up The Dance... (8)","0084B4","C0DEED","0","1","False"
"Whitecamp1","Major fan of @gmuchall hacked once as whitecamp I am horrible,people keep blocking me well known pain in the backside and all round irritant and pedant","@SkySportsF1 Scalextric have been making F1 motors for years and cheap","0084B4","FFFFFF","0","0","True"
"mriannaburrayxo","Instagram// briannaamurray","Girl of the month _ https://t.co/pF6nQgvq1Z","0084B4","C0DEED","1","0","False"
"AshyGod","I probably eat ass","If I have kids, I will do everything in my power to make sure they have no idea the Cars movies existed","F00994","FFFFFF","1","1","True"
"lizziebethlives","No matter how you feel, get up, dress up and show up","And thennnn I'm getting fun stuff done to my hair #newhairnewme","5639CC","0","1","1","True"
"ProducersWEB","ProducersWEB is dedicated to providing advisors insightful and innovative insurance and financial services content. Tweets from editor Carley Meiners.","The @USDOL has issued new guidance to offer ""green"" investing strategies https://t.co/z34oh6X5R4 https://t.co/mKFOZuND0n","1724B0","FFFFFF","1","0","False"
"TudoSobreQuase","","https://t.co/miYAuiSOD0 like and subscribe to the channel https://t.co/MXCDPrLtYF","3B94D9","0","1","1","True"
"Kerry_Louise993","Birmingham","So hard to convince someone to watch hollyoaks when the acting is as bad as tonight _","FF0000","65B0DA","1","1","True"
"preilly","Lifelong educator, author, coach and mentor to school superintendents, district administrative teams, and classroom teachers.","Part 1: The TeachersHeart https://t.co/LNJRBVKcsa","0084B4","C0DEED","0","0","True"
"Kopology","Total Football. Full Communism.","@yoop3r You are all three. Plus disgusting, stupid and laughable. Now, please, fuck off and die.","182469","0","0","0","True"
"davidsitton","I'm Passionate for unreached tribes in Papua New Guinea and beyond. Founder/President of @ToEveryTribe. Living w/Reckless Abandon for Jesus and Nations","""My observation of the conservative mindset is that its OK to do less than what Scripture allows, as long as we dont do more."" @WendyAlsup","0084B4","C0DEED","0","1","False"
"Philip____Swann","I exist in other places","Listening to Serge up in the club. https://t.co/KRG5sJLDoC","ABB8C2","0","0","1","False"
"facultimedia","Incurable alcohol aficionado  -  Proud pop culture ninja # Freelance coffee trailblazer  ...    professional...r","Introducing the reset Vegas Play of the Day with Rangers at Orioles  []","2FC2EF","181A1E","1","1","True"
"aMichaelGrant","Colorado State. . Loves Dogs, Hates Cats.","Miss the good old days when snap chat was just for drug deals and sending nudes. All the ""sponsored story"" crap is ruining it #KeepItSimple","0084B4","C0DEED","0","1","False"
"NickJBuckley","High school/college sports reporter for the Battle Creek Enquirer (@bcesports). Host of 'Most Valuable Podcaster' (http://t.co/Dqj8QBMiBb) Opinions are my own.","5LOL Podcast: Same Old Lions, MSU undefeated and U-M Halloween costumes on #SoundCloud #np https://t.co/OtgH9u82YM","0084B4","C0DEED","0","1","False"
"LuisJeffrey1","","Method involucre publication freight lick the vital impulse call up relative to the regular customer: DSgT https://t.co/fBLucfmw54","0084B4","C0DEED","1","1","True"
"xxforgetmexx","{TW} | EDNOS | Living in sin | 4months binge free | We're all mad here | avi is me | ","I was 18hrs into my fast and ym work makes me eat..","0084B4","C0DEED","1","1","True"
"EndaD14","All views and wildly rambling opinions about life, society, sport and the universe here are entirely and full-tank personal.","@jduggantodayfm Its absolutely compelling. Watched it when my first born arrived and was on the night feeds. She's nearly 16 now. Wunderbar","38543","EEEEEE","0","0","True"
"hamza3x","Study at GC University,Faisalabad","2/2:
of what #Allah says about natural calamities.In which direction, is to going the #world.
#earthquakeinpakistan","4A913C","0","0","0","True"
