"Train Accuracy = 62.0000004768"
"Loss = 0.613665"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"KilaKituMie","Everybody by your side is not on your side....","The Guardian: The clocks have gone back and confusion reigns so Im rebelling. https://t.co/uvWnhi38vT","9266CC","0","0","1","False"
"MarcoNunez_","Culiacan, Sinaloa","Its annoying when girls delete they social medias and like days later you have another request. Shits annoying af","0","0","0","0","True"
"cokeoffclit","-","i love that cute little sweater and button up look so preppy https://t.co/EBpuHqDAxn","0084B4","C0DEED","1","1","True"
"faaaaaith","Toronto  Nebrsaka","Never been so home sick smh. xmas is around the corner tho _","ED0E46","FFFFFF","1","1","True"
"sonnyvonyoyo","semi retired professional exhibitionist reader writer lover of film insomniac scoliosis sufferer contralto glamourpuss fancy pants","Imperfection is beauty and madness is genius
#MarilynMonroe #quote https://t.co/KCkHudVRZy","0084B4","C0DEED","1","0","False"
"RaheelShareefFC","","Policeman slapping this woman on the face and threatening her in vulgar language (PG 18+) https://t.co/fhKLajAAZx","0084B4","C0DEED","0","0","True"
"tom4liberty","'_Extremism in the defense of Liberty is no vice_moderation in the pursuit of Justice is no virtue.'","""This might be the most absurd thing you've heard_""
That applies every time @MHarrisPerry talks.
https://t.co/9rFp6eGh62 @TheRightScoop","55","FFFFFF","0","1","False"
"nickimjfam","moon","But Chris nobody thought u and nia were ever together even with royalty being conceived ______","0084B4","BDDCAD","1","1","True"
"BostonIrishBlog","20 year vet of Irish baseball. Yes, my arm's tired. Love travel, history, movies, writing, music, #Redsox #Patriots #Sunderland. Opinions my own derp derp derp","I don't watch #TheWalkingDead, yet (maybe soon), but wow, if I did, I'd be pretty mad at the copious amount of spoilers!! Yikes.","0084B4","C0DEED","0","1","False"
"Kahduna","For a FREE @UBER cab ride worth up to 20 use my unique link https://t.co/QzBeRNpXD1 CV enquiries: info@covermycv.co.uk","Some white woman heard me threatening to break my sisters head and I had to rush off the bus with her in case she called Feds. So nosey __","9266CC","0","1","1","True"
"leechjgena","If relationship can't survive the long term, why on earth would it be worth my time and energy for the short term? #Deals #Bargains #Forsale #onsale #Discount","#Mens #Shirt #BreakingBad WALT ""I AM THE DANGER WHITE #Tshirt SIZE: MEDIUM **NEW** https://t.co/Ds5Zl3iODk #Bestseller #Auction","0084B4","C0DEED","1","1","True"
"duckwellsvintag","","_ Antique Tiddeley Winks Game #vintage #games #antiques https://t.co/624714Obi4 https://t.co/TGvdGf9PdX","0084B4","C0DEED","1","1","True"
"kayllllamarie","and when I die I'll leave in peace, I always did whatever the fuck I want, never owed anyone a piece","Not even worth watching the Bad Girls Club anymore the rest of the bitches are nasty and annoying as fuck_","FF0000","FFFFFF","1","1","True"
"Tiaracohen1","Trust gets you killed. Love gets you hurt. Being real gets you hated. ~God First~","@_CallHerSherry yo truss me I have the weirdest feeling in my belly lawd _","9999","EEEEEE","1","1","True"
"samdsherman","","@mouthorjoe @MagicOnline this question has been asked many times and never answered.","0084B4","C0DEED","0","0","True"
"_DJMIG","DJ M.I.G Official KiddNation Dj For The Kidd Kraddick Morning Show on 106.1 Kiss FM","@clariqua @ChiefKeef nah thats the bug from men in black https://t.co/FqvfiisauC","DD2E44","FFFFFF","0","1","False"
"_Black1D_","","@musicnews_facts @justinbieber def overrated and untalented af","0084B4","C0DEED","1","1","True"
"DangerOscar","snapchat: Dangeroscar","All I have to worry about is the Quiz for history on Wednesday and say hello to @EscapeHalloween ! _","0D1994","0","0","1","False"
"sonia_smith","Associate Editor at Texas Monthly, Hoya, Russophile.","Lame Star Wars electoral hijinks are not what Ukraine needs right now: https://t.co/axP9gU3MPr","253A8F","FFFFFF","1","0","False"
"FrancesLumsden","Social Justice. Left Wing. Ecology. Green. Wildlife. Sustainable organic farming. Permaculture. Allotments. Woodland crofting. Forest Gardening. Land reform.","@GAPonsonby @kdugdalemsp I think I must be getting really old and out of touch, because I can't even guess at what that might mean!","3B94D9","0","0","0","True"
"HPGabri","_HAPPINESS starts with an H and ends with an S. So does @Harry_Styles! 

--My happy days with 1D are: 28/06/14, 10/06/15, 29/09/15--","I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/g7keeRq593 and Vote for your favorite!  #AMAs #OneDirection
Daje","FF005E","0","1","1","True"
"RichardDavid_1","The best bio ever here. Fuck You.","We know how to do #halloween on the #ues ___ this is only 1/4 of the_ https://t.co/1yA8qQBNqZ","0084B4","C0DEED","0","1","False"
"danielaatzim","JDBM _ || 5SOS || Mau|| Yuya || _","I Just Voted for @5SOS for #ArtistOfTheYear Go Here https://t.co/D9jfJapuGj and Vote for your favorite!  #AMAs #5SOS __","30303","0","1","1","True"
"Mentalsins","Poet, word addicted, Lover of the Human condition, Mind Freer, if only to free mine... God fearing, truth teller. Maktub!","Shot glass and hang overs https://t.co/SP6uZanbHZ","9999","EEEEEE","0","0","True"
"leeholm92680690","I am a fan of the scream series and I also am trying to be a good person and I care about Bex Taylor Klaus.Protect Bex shes a true friend to all of you","Everyone can tell you how its all been said and done","0084B4","C0DEED","0","0","True"
"jellz_23","crackin jokes|SEK|PHS GOLF TEAM| Instagram- jellz_23| snapchat-jjelly23|","@lizzys802 I know and I started on it Friday night after the game","0084B4","C0DEED","1","1","True"
"CeltsteveSr","","the junior doctors had civil unrest in london yet hardly reported","0084B4","C0DEED","0","1","False"
"chelseeea_g","A weirdo but im real though  RIP J.C.S.","I used to be super self conscious about not wearing a bra and then I realized I had cute ass tits and nipples are hot","D41A13","FFFFFF","1","1","True"
"ollieamelia","","Hubble Bubble! I'm cooking up a magic potion to #win Magic Cauldron Game from Orchard Toys with @minnowmep #giveaway https://t.co/eE9QVdnF91","0084B4","C0DEED","1","0","False"
"sarahviegas_","I'm searching for something that I can't reach.","and I don't want to be here if I can't be with you tonight","ABB8C2","EEEEEE","1","1","True"
"josephdirk79","http://t.co/9G3mBodhvd manager, love golf, tech and travel","Can Fast Food Get Healthy?: As the publics tastes move toward kale and quinoa, big chain restaurants ... https://t.co/mjBbppPEDE #health","4A913C","0","0","1","False"
"Alex1Pellegrino","","""can i ring you please im walking home alone' - @DionJones95 

you'd think i was the boy","13F0DE","FFFFFF","1","1","True"
"HaydenPaddon","World Rally Championship Driver for @HyundaiWRC from New Zealand.","____ I'm not really the romantic sort, so wouldn't be doing any spooning. I let John know your offering _ https://t.co/wVKvzQ3WD5","14CF1B","EEEEEE","0","1","False"
"Gpaper304","Christ, Cowboys, Crossfit","@BryanBroaddus Thought DC could have used PA more with the success of run game yesterday!","0084B4","C0DEED","0","1","False"
"jjremoval","","Man and van removal
Mercedes Sprinter 25 per hour
Luton van 30 per hour
1 extra man 10 per hour
2 hours minimum
Mobile: 07521 683056","0084B4","C0DEED","1","1","True"
"MillieCopsey","16
ipswich","fully ready to go to sleep thinking it's like 11:30 and its 20 past 8?? Maaaad","50404","FFFFFF","1","1","True"
"ellliemacc","","I so can't wait to book maga with the girls and get away from Edinburgh #fishbowl ____","B40B43","CC3366","1","1","True"
"DUKEYEAH","","If you guys have ps4 go on gtav and play with me","0084B4","C0DEED","0","0","True"
"harmonizersteph","I love Ally, Camila, Dinah, Lauren, and Normani.","I dig the red but I feel like they went too much for costume and so they don't look very functional. Less is more...","ABB8C2","FFFFFF","1","0","False"
"chazzarew","22  London  Newcastle Uni Graduate  BigTimeLTD Stakeholder  Sports Enthusiast ","Officially registered for my first Half Ironman. Time to get training and smash a tough challenge all for a good cause _","0084B4","C0DEED","0","1","False"
"paulrogers002","Anti/political writer, ex-Alienware aficionado and frustrated traveller. Delendi Civitas. Entrance Not For Everybody.","@LeeDingain @HoundsOff @StainesMoor The best bit of autumn..","94D487","0","0","1","False"
"ImfuckingClassy","I wanna dip that ass in gold.","When you gotta embarrass men in the workplace so they don't sexualize you and learn some respect. __ #Mpfrias","F5ABB5","FFFFFF","1","1","True"
"hveris","alexandra |  girl's day + exo  | _ | she/her | hyeri, baekhyun, tao ult | PLEASE tag nsfw | learning _ & _ | Jongdae's perm's #1 fan","@chittaphon_ten ohp now they're going down the snarky route 'thanks my fans' cute x","DD2E44","0","1","0","False"
"_scoper_xX","Ganking4Guwop WatahPark_ #OTF MoodyWorld","Me and The Goodmen Going Fuck Flowers Homecoming Up. __","0084B4","C0DEED","1","1","True"
"CoolZuniga","Son Of @ClassicRevenge1","@Jordyn_Aisling BEFORE YOU WERE HOT AND NOW YOUR NOT","0084B4","C0DEED","0","0","True"
"96Nellis","Journalism student, Ottawa Champions and CCHL broadcaster, co-hosting @2MARadio on 93.1 CKCU. I pretend to know stuff about sports.","Audio highlights from the game in Oswego. 6-3 win for @CCHLTier1 Selects vs. @OswegoAthletics Lakers. https://t.co/P76WgUhDbu #CCHL #NCAA","E34949","EEEEEE","0","1","False"
"NatalieOK1","Clear concience fears no accusations. Snapchat: Natalieok1 instagram: natalieok1","The first and last time I really was Inlove was with bow wow in let me hold you. I really thought he was feeling me, like he was talking to_","0084B4","FFFFFF","1","0","False"
"DatGuyJason","all I need is some Starbucks and 12 hour playlist of music to get me through the day","whats with everyone making cake that look like cars,computer and cameras all of a sudden today","90335","0","0","0","True"
"LauraTFP","UK Beauty, Fashion & Lifestyle Blogger with a love for big hair, big lashes and even bigger smiles! Email - xteaseflutterpoutx@hotmail.co.uk","Everyone take a min and vote for my gorgeous @em_knott __ https://t.co/4oggbDU8xK","D4AF37","FFFFFF","1","1","True"
"ninarosenwald","President, @GatestoneInst. Advocate for human rights and democracy. Retweets not necessarily endorsements.","This #Kuwaiti journalist defended #Israel in a column-and then the column was taken down from news site. Here's why: https://t.co/3jIVOlQVa6","0084B4","C0DEED","1","1","True"
