"Train Accuracy = 59.9999964237"
"Loss = 0.683696"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"Ray_Constantino","Proud of who I am, Tegan and Sara fan, City and Colour loving, loyal kind of man :]","Thanks Jol Cruz for being so awesome and getting me a pure leaf!","0099CC","FFF8AD","0","1","False"
"realtula01","Still on eagles wing","Lego""@AyoMiideO_: And let the locking tummy process begin. _""","0084B4","C0DEED","0","1","False"
"hyuugaclan","canada / draws a lot / SKT, MARIN, SHIPHTUR, PIGLET, & ANIME (icon by @helioslilium) EMAIL: jununyarts@gmail.com SPAMTWIT: @explorerezreal","@ek93922 Ohhhh IT REALLY DOES LOOK A LOT LIKE IN AND OUT FROM THE PHOTO   And TYTY my friend drew it for me!!","3B94D9","FFFFFF","1","1","True"
"rainbovideo","*i transform into superior sector janitor x*","I've entered to win gear from @DiscMakers and @SamsonTech in the #StudioLife Sweepstakes! https://t.co/uP2mUQrDRc","0","FFFFFF","1","1","True"
"TotalTennisGeek","Licensed Georgia Attorney, Music Lover, Total Tennis Geek (I follow tennis every day, including YouTube replays) La 2da patria es mi Chile lindo! :)","@annegc1 @BenRothenberg And let's be honest, Rosol, like Soderling before him, does not like  Nadal himself. Not about rule violations.","0084B4","C0DEED","0","1","False"
"MadMistB","W101 enthusiast: Maddie (Life) | Olivia | Thomas | Leo | 18 |","the pretty skies tho o.o https://t.co/2PbVaKor74","4A913C","0","1","0","False"
"blunttslutt","i don't care @agereyan","It's sad that I expect so little and still end up disappointed","0084B4","0","1","1","True"
"arredondo_matt","judo,boxing,b ball .#cudfamtillidie","@oxirb that's probably why niggas don't be eating yo ass _ calling them lame and shit lmaooo","9999","EEEEEE","0","1","False"
"donstwitties","Social Liberal, Fiscal Conservative, Believe in separation of church and state.   I seek honest opinions and provide them.","@skookerG @gigglemitz I stood next to Trump once.  He does stink!  That gross intermingling of  BO and his slave-labor produced cologne.","00B3AA","C0DEED","0","1","False"
"quenliza05","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"GKToddHenny","Think indie. Krm_ advocate. Co- Founder of GoodKrm_ Collective
GoodKrmainc@gmail.com","I do dumb shit sometimes and afterwards just think to myself how can any nigga be so stupid and why that nigga gotta be me. Lmfao","2632B3","090A0A","0","1","False"
"igieweosazee","A Believer..., Husband..., Father..., Life Caoch..., Medical Laboratory Scientist...., Leadership and Research Consultant......","Really...what about Delta state tribunal and Edo state Esako house of assembly @chichris https://t.co/GORgAkbnnH","0084B4","C0DEED","0","0","True"
"eriiikkact","","and stop saying ur the person being called when ur not, u dick. i hate ignorant ppl","93A644","EEEEEE","1","1","True"
"silentrex","Overfed leaping gnome. #RCTID #BAONPDX #TAROCF","@Half_Ref @mikegcoleman I think so. The final result isnt up for debate, though, which is good.","0099B9","5ED4DC","0","1","False"
"mommymyway","","Do you L_VE peach and gray? I L_VE peach and gray! https://t.co/wKjF4MxwSR","0084B4","C0DEED","1","1","True"
