"Train Accuracy = 69.9999988079"
"Loss = 0.630379"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"mirianagallo51","They went from the bottom of the stairs to the top of the world but along the journey they forgot that Zayn has fear of heights.","@onedirection artist of the year #AMAs","0084B4","C0DEED","0","0","True"
"RolensEthan","","My life is complete now that @MoniqueD__ and @ahook817 are fallowing me.","DD2E44","FFFFFF","0","1","False"
"sakamoto_ebooks","Sakamoto Tatsuma, my hobbies include space, space, space, Kintoki
|| occassionally nsfw, crack/serious sakamoto roleplay twitter, interacts with everyone ||","Kintoki! They discovered a comet with your favorites! Booze and sugar!","0099B9","5ED4DC","0","0","True"
"JamesTScorpio1","just a Scorpio trying to make his way in the world. Since everyone wants to be edgy, cool, and alternative, I guess the only true Punks are traditionalists.","@MassimoFaggioli @antoniospadaro @JamesMartinSJ @ThomasReeseSJ Sad and pathetic propaganda - and you're going to lose. #janus #heresy","0084B4","C0DEED","0","1","False"
"CayeNoval","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"znmeb_dfs","You don't - you get down off a duck!","@MLBModel Give it a name, take it to a vet and get it shots.","88253","D3D2CF","0","0","True"
"Si_Parkes","","It's amazing what you see when you're out and about on the old bike. #modernliving @ De Beauvoir Town https://t.co/9P9C5SkHMM","0084B4","C0DEED","0","0","True"
"touch_MYrico","","If chance the rapper bring out mick jenkins and vic fir voodoo and perform Crossroads, my life will be complete","0084B4","C0DEED","0","1","False"
"LindaCarrig","","Vrumi is like a 'daytime Airbnb' and connects prospective daytime renters of unused .. https://t.co/uLiuPxX38P","0084B4","C0DEED","1","1","True"
"t1shari","tinkering w raspberry pi (its e way to go)","Build a Transforming Workbench, Desk, and Storage Unit https://t.co/BnFSy313xS https://t.co/Vj7ZOGsyv1","FFCC4D","0","0","0","True"
"naddiesconnect","","EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens","0084B4","C0DEED","1","1","True"
"_PINKBodyBagg","20","Fell in love with the way he touched me with his heart not his hands_","B40B43","FFFFFF","1","1","True"
"garretw5","Graphic Design. Bills. Sabres. @ayyits_ashleyyy. DISCLAIMER: I share my own opinions and use profanity frequently.","Spider-Man? He climbs walls, super strength and spidey sense. The web shooting depends on which story you look at.  https://t.co/AZsh24AjaV","9999","0","0","1","False"
"Aurora2573","Baseball lover | Beauty appreciator | Cats and birds | Beer ninja","WHO Says Red and Processed Meats Cause Cancer #MarjorieMcCullough https://t.co/JoxPSB0Mc7","0084B4","C0DEED","1","1","True"
"djdugchant","DJ for Sound Fusion Radio. Loves all Soul,Funk & Jazz Music. Caister Weekender & Alldayer Veteran. Sussex Born & Bred. Marathon Runner & Cyclist","DOWNLOAD OR PLAY AGAIN MY REMARKABLE INTERVIEW WITH THE LEGEND TIMMY THOMAS FROM MY SOUL VAULT SHOW - ENJOY! https://t.co/6pLfBGPuzE","0084B4","FFFFFF","1","0","False"
"Gypsylife13","Drag queens and Lady Gaga  Gaga followed 3/17/13","@cher can you just be the president please _","2FC2EF","FFFFFF","0","0","True"
"FiPilot008","","@FOX5Atlanta This sounds like another #global warming/climate change. Eating processed meats for 68 years and cancer free","0084B4","C0DEED","0","0","True"
"Madge_Losa","Shopping. Writing. Watching television. Usually simultaneously.","Live clip of petite tranny Aline Fontinelly playfully stripping off her clothes and buffin_ https://t.co/8A15QINMfQ https://t.co/UeCCyFsFCu","1F98C7","C6E2EE","1","1","True"
"thenipahhut","i once played fighting games i think | PSO2@Ship5 | ____!","@Raurik @ultradavid sfv will prob come out before t7 and thats fine id rather wait for release of the ""updated"" t7 that tk always does","4A913C","FFFFFF","1","1","True"
"ISUPK_DETROIT","","Watch ""HOMOSEXUALS ARE IN CHARGE OF THE CHRISTIAN CHURCH - ISUPK CHICAGO"" on YouTube https://t.co/HpenUU4aY6","0084B4","C0DEED","0","1","False"
"zaloxypazife","","She is an international activist, bestselling author, and the youngest ever Nobel Peace Prize-winner. Now Malala Yousafzai has a new","0084B4","C0DEED","1","0","False"
