"Train Accuracy = 50.0"
"Loss = 0.747075"
"name","description","tweet_text","link_color","sidebar_color","true label","predicted label","correct_prediction"
"Btw_Im_PNastii","Tryna Boss my Life up  Instagram: Benjamin_monroe","@MONEY_TSA Get the fuck out here___","FF0000","65B0DA","1","1","True"
"Fallykay","RyEng","They're literally five people in this theatre... and they're all old...","ABB8C2","C0DEED","1","1","True"
"sianfreyaxo","13 // snapchat: sianfreya.x @caitlin_zz_ ~Jacks new haircut is not a lesbian cut its 2015 bitch~","@ItsLeeHinchy #LeesQANDA what's the story in balamory?","0084B4","C0DEED","1","1","True"
"LuanMaiEJ20","Before I am anything else, I am a human being.","Prepping for an online Gundam posing contest. Testing the balance of the action stands and potential_ https://t.co/Dht0Vdw9TL","9999","EEEEEE","0","1","False"
"Team_WillianID","First Indonesian acoount of willian .....Share about chelsea news Chelsea Fc || Contact Person :@cp_willian","Jose Mourinho charged by FA for referee rant and could be banned for game that decides his Chelsea future https://t.co/uz46DuZS9H","0084B4","FFFFFF","0","1","False"
"delaneyrick","MN Lake Girl, Diehard NDSU fan, Disney Geek, Minnesota Gopher fan.","Thanks Mom for the idea and letting me copy your picture..treating myself_ https://t.co/pLKEYH1Ngs","88253","D3D2CF","1","1","True"
"MrBusinessInfo","Credit Industry Specialist Consultant, Credit Control / Management solution provider & credit services broker - #uk http://t.co/uSEwzXUl6f","Swansea City pub talk: Gylfi Sigurdssons back, tunnel bust-up and why Swans must drive forward after comical week https://t.co/Lb92chgAq6","0084B4","A8C7F7","0","1","False"
"emsauceee","it's 9:30 and I'm fucked","""Is this the place?"" ""No it's Bethune...""","56374","FFFFFF","1","0","False"
"Melonie_Beilman","PR specialist, journalist, Traveler, vegan. Me =)","You are the same today as you will be five years from now except for two things the people you meet and the books you read.","0084B4","C0DEED","1","1","True"
"mfc_missv","// #NSFW // #MFC // #Camgirl // http://t.co/MwGuNntYSE // Gift cards _mfc.miss@gmail.com","@TheCamGirlArmy the retweet of course! Very much appreciated __","F5ABB5","0","1","0","False"
